identifier,size,kitchens,bathrooms,floor,type,year,condition,elevator,subway,district,rooms,recentOwner,longitude,latitude
87332,3,1.0,25.0,1.0,1990.0,3,6,False,False,73084.0,2.0,False,0.6977728303038765,-0.5001413569371125
117526,2,1.0,5.0,4.0,1984.0,3,2,True,False,93951.0,2.0,True,0.18444802850419917,-0.5001412747169629
61234,3,2.0,26.0,1.0,2001.0,1,6,True,False,80715.0,3.0,False,-0.0175601311500793,-0.5001412962234175
31895,3,2.0,6.0,4.0,2003.0,4,2,True,False,36411.0,2.0,False,1.7583326439641556,-0.500141278097813
56662,3,1.0,18.0,1.0,2005.0,4,6,True,False,49715.0,2.0,False,-1.3971095019275208,-0.5001412602200194
43007,1,1.0,21.0,3.0,2008.0,4,6,False,False,72269.0,1.0,False,-0.5788779975693872,-0.49886325980999835
150025,2,1.0,6.0,4.0,2001.0,4,2,True,False,40934.0,2.0,False,1.6814676904419559,-0.5001412780801121
102174,2,1.0,6.0,4.0,1995.0,2,2,True,False,52101.0,2.0,False,-0.6400032901142377,-0.5001412697784436
69590,2,1.0,7.0,4.0,2005.0,1,2,False,False,38281.0,2.0,False,1.8214270916786943,-0.5001412782217184
55968,3,1.0,5.0,4.0,1976.0,3,4,True,True,85870.0,2.0,True,0.2436449070207014,-0.5001412634415624
77409,2,2.0,16.0,3.0,2012.0,3,6,True,False,68041.0,2.0,False,-2.4447272129895086,-0.5001412844877966
120451,1,1.0,15.0,4.0,2004.0,4,6,True,False,57090.0,2.0,False,1.2785106408110374,-0.5001412902582527
147271,2,1.0,6.0,4.0,1981.0,1,6,True,False,64327.0,2.0,True,0.15584774721133535,-0.5001412848064107
145214,1,1.0,7.0,4.0,1999.0,1,2,False,False,155920.0,2.0,True,-0.3712339800155562,-0.5001413665486392
94830,2,1.0,21.0,3.0,2004.0,4,6,False,False,60013.0,2.0,False,-0.32918912204652356,-0.5001413377671615
82541,2,1.0,6.0,4.0,2005.0,3,6,True,False,84297.0,2.0,False,-0.8381410413313729,-0.5001412422183202
28077,3,2.0,16.0,3.0,2006.0,4,6,True,False,42386.0,3.0,True,-2.0037315176313606,-0.5001413686904341
141429,2,1.0,6.0,4.0,2003.0,2,2,False,False,36923.0,1.0,False,0.022692116595554243,-0.5001413180307854
117799,1,1.0,10.0,3.0,2010.0,4,6,False,False,43366.0,3.0,False,-2.0394886594377604,-0.5001412966836379
3075,1,1.0,10.0,4.0,2006.0,4,6,True,False,59419.0,1.0,False,-0.9211443268310029,-0.5001412818857811
91101,3,2.0,6.0,4.0,2000.0,4,2,True,False,42926.0,3.0,False,1.8610953830635772,-0.5001413774346223
133052,3,1.0,24.0,1.0,1998.0,3,6,True,False,43307.0,2.0,True,-0.3881687144753966,-0.5001413247216825
19679,1,1.0,16.0,3.0,2005.0,4,6,False,False,39492.0,1.0,False,-0.0963942398419673,-0.4997035271529394
74157,1,1.0,6.0,4.0,1989.0,3,2,True,False,74064.0,2.0,True,-0.5571358084194604,-0.5001412995157636
92130,2,1.0,6.0,4.0,1994.0,1,2,False,False,39845.0,2.0,True,-2.591639769032504,-0.5001412300224789
115304,2,1.0,17.0,3.0,2007.0,4,6,True,False,50828.0,2.0,False,-1.1693801016424061,-0.5001412929664729
115875,1,1.0,18.0,3.0,2004.0,4,6,True,False,79927.0,1.0,True,0.5328391093626054,-0.5001413904092983
69219,3,1.0,5.0,4.0,1985.0,3,4,True,False,110516.0,1.0,True,-0.2248238980504386,-0.5001413455024049
51855,2,1.0,6.0,4.0,1982.0,3,2,False,False,59488.0,2.0,False,-0.834786687352554,-0.500141325589021
53391,1,1.0,6.0,4.0,1996.0,1,2,False,True,99655.0,2.0,True,0.18970363575028,-0.5001413638758204
133514,2,1.0,6.0,4.0,1996.0,4,4,True,False,70719.0,2.0,True,0.5773012750573209,-0.5001413612207026
10336,2,1.0,34.0,3.0,2013.0,3,6,False,False,44275.0,2.0,False,-0.9014663555140842,-0.49982051084916107
82892,2,1.0,6.0,4.0,2000.0,1,2,True,False,40084.0,2.0,True,1.72855086956944,-0.500141279991797
31600,1,1.0,6.0,4.0,2004.0,1,6,True,False,64122.0,2.0,True,1.880243719541725,-0.5001412725928686
69906,2,1.0,22.0,1.0,2007.0,4,6,True,False,85308.0,3.0,True,0.8122418573778546,-0.500141238111738
115655,4,2.0,23.0,1.0,2001.0,3,6,False,False,90629.0,3.0,True,0.15094522985763986,-0.500141276274632
24922,2,1.0,29.0,1.0,2003.0,4,6,False,False,58126.0,3.0,True,-0.32321375463493585,-0.5001413376255552
20950,5,2.0,6.0,4.0,2003.0,4,2,False,False,44326.0,3.0,True,1.7803464407237877,-0.5001413124019356
87194,1,1.0,26.0,1.0,2002.0,4,6,True,False,80715.0,2.0,False,-0.0175601311500793,-0.5001412962234175
62658,2,1.0,6.0,4.0,2002.0,4,2,True,False,44513.0,2.0,False,1.8558533561979431,-0.5001413510958532
114401,1,1.0,15.0,3.0,2004.0,4,6,True,False,44842.0,2.0,True,-0.7413808304045288,-0.50014131790688
136274,3,2.0,7.0,4.0,2001.0,1,2,False,False,43281.0,3.0,False,1.8559484188612627,-0.5001412825407101
132567,2,1.0,6.0,4.0,1976.0,3,4,True,False,72945.0,2.0,True,0.2760884359897186,-0.500141364247537
39002,2,1.0,17.0,3.0,2000.0,4,2,False,False,121108.0,2.0,True,-0.4131837753212692,-0.5001413602117578
30619,2,1.0,6.0,4.0,1980.0,4,5,True,True,106452.0,2.0,True,0.18979869841369618,-0.5001413139950064
11700,1,1.0,24.0,1.0,2007.0,3,6,True,False,51007.0,2.0,True,-1.0791520537269106,-0.5001413317134928
63099,3,1.0,18.0,1.0,1992.0,4,6,False,False,80822.0,2.0,True,-0.36510922841866916,-0.5001413659999148
104219,2,1.0,21.0,1.0,1995.0,1,6,True,False,68650.0,2.0,True,0.30285536591765033,-0.5001413718057725
135470,3,2.0,21.0,3.0,2012.0,3,6,False,False,65820.0,3.0,True,-0.9853795265058602,-0.500141308985684
126141,2,1.0,20.0,1.0,1988.0,3,6,True,False,58192.0,2.0,True,-0.7395203182787033,-0.5001413147207385
7500,1,1.0,20.0,3.0,2009.0,4,6,True,False,54263.0,1.0,True,-0.3859551124569928,-0.5001413507595383
112347,2,2.0,6.0,4.0,2000.0,3,6,False,False,28671.0,2.0,False,-2.7820638641364392,-0.5001413502993178
122514,1,1.0,15.0,4.0,2011.0,3,6,False,False,35310.0,2.0,False,-3.0115179727427197,-0.5001412955684884
44373,2,1.0,28.0,3.0,2011.0,4,6,False,False,45281.0,3.0,False,3.6318547743560408,-0.5001413224736827
35840,2,1.0,33.0,3.0,2015.0,3,6,False,False,47847.0,2.0,True,-2.5519578972671746,-0.4998976231892561
17172,2,1.0,6.0,4.0,1996.0,2,2,False,False,64588.0,2.0,True,1.2488375094600883,-0.5001412422891234
51596,2,1.0,21.0,4.0,2014.0,4,6,False,False,44061.0,2.0,True,-3.6109695475526733,-0.4997791653007974
28906,2,1.0,15.0,3.0,2009.0,4,6,True,False,52902.0,2.0,True,-2.0487640593062837,-0.5001412910901897
136169,2,1.0,6.0,1.0,1992.0,3,2,True,False,35971.0,2.0,False,2.38627585702311,-0.5001413522464042
146335,3,2.0,11.0,3.0,2007.0,3,6,True,False,55291.0,3.0,True,1.5058054689207974,-0.5001413855061806
24647,1,1.0,30.0,1.0,2004.0,3,6,False,False,43211.0,1.0,True,1.5704344996296695,-0.5001413536270656
31819,1,1.0,18.0,3.0,2005.0,1,6,True,False,45024.0,2.0,True,-0.8240446063921235,-0.5001413576805455
76604,2,1.0,21.0,1.0,1993.0,1,6,True,False,81990.0,2.0,True,0.030392192328211234,-0.5001413433606098
9067,3,2.0,24.0,3.0,2005.0,4,6,True,False,45031.0,3.0,True,-0.7375783238699084,-0.5001412968252442
124064,2,1.0,13.0,1.0,1990.0,4,6,True,False,78256.0,2.0,True,-0.024730572043965258,-0.5001413383512875
86737,2,1.0,9.0,4.0,2007.0,4,6,True,False,55740.0,3.0,False,1.4475592170379743,-0.5001413072156055
115695,3,1.0,20.0,3.0,2012.0,3,6,False,False,64140.0,2.0,False,-0.38313039331694493,-0.4998063648060405
62813,1,1.0,7.0,4.0,2003.0,4,2,False,False,47698.0,2.0,True,1.899269832595563,-0.5001413152694629
2571,2,1.0,6.0,4.0,2000.0,3,2,True,False,97565.0,2.0,True,0.5137043532650009,-0.5001412370673917
32644,1,1.0,4.0,4.0,2009.0,1,6,False,False,51668.0,2.0,False,0.468522427404875,-0.5001413070562983
94203,2,1.0,9.0,4.0,2012.0,4,6,False,False,44647.0,2.0,True,-2.435832063774457,-0.49966852383149724
63020,2,1.0,6.0,4.0,1982.0,1,2,True,False,74408.0,2.0,True,0.4778657291757282,-0.5001412851250249
21409,1,1.0,6.0,4.0,1983.0,4,4,True,False,57548.0,2.0,True,0.5010202778957754,-0.5001413742484809
131432,2,2.0,18.0,3.0,2007.0,4,6,False,False,77472.0,3.0,True,-0.29765547856974905,-0.5001412824345054
67105,2,1.0,6.0,4.0,2002.0,4,6,True,True,102831.0,2.0,True,0.028260072592680433,-0.5001413101362351
78666,3,2.0,6.0,4.0,2003.0,4,4,True,False,42145.0,3.0,True,1.83713959189515,-0.5001413105787547
105220,1,1.0,20.0,1.0,2001.0,1,6,True,False,84890.0,2.0,True,0.09435578439355628,-0.500141274292144
11745,1,1.0,17.0,4.0,2004.0,1,6,True,False,64361.0,3.0,True,-0.40977509982056715,-0.5001412397756119
58064,1,1.0,22.0,1.0,2001.0,4,6,True,False,59812.0,2.0,False,0.5724802399865949,-0.5001413593798208
21888,3,2.0,11.0,4.0,2007.0,4,6,False,False,61727.0,2.0,True,1.3844647693234355,-0.500141367964702
126423,1,1.0,18.0,1.0,1989.0,3,2,True,False,105670.0,2.0,True,-0.5490419016527887,-0.5001412314562426
98843,4,2.0,6.0,4.0,2003.0,3,6,True,True,114157.0,2.0,True,-0.21586084693296054,-0.5001413379972718
71528,3,2.0,7.0,4.0,2003.0,3,6,True,False,46232.0,2.0,False,-1.9290122642251384,-0.5001413117293058
140874,3,2.0,30.0,3.0,1996.0,3,6,False,False,53241.0,3.0,True,0.7596722045360206,-0.5001412496349495
49306,2,1.0,25.0,3.0,2009.0,4,6,True,False,76292.0,3.0,True,1.1028619996703257,-0.5001413475379952
83495,2,1.0,28.0,3.0,2009.0,4,6,False,False,54263.0,3.0,False,-0.3859551124569928,-0.5001413507595383
147691,3,2.0,6.0,4.0,1998.0,3,2,True,False,58229.0,3.0,True,0.607992934944279,-0.500141268592491
43276,3,1.0,7.0,4.0,1999.0,3,6,True,False,39314.0,2.0,False,-0.12555131673459197,-0.5001413072864086
54402,2,1.0,16.0,3.0,2004.0,4,6,False,True,87809.0,2.0,True,-0.6211537220066887,-0.5001412625034207
112088,1,1.0,28.0,3.0,2009.0,1,6,False,False,54263.0,3.0,False,-0.3859551124569928,-0.5001413507595383
61472,2,1.0,6.0,4.0,1986.0,1,6,False,False,44074.0,2.0,False,-0.1610911724532659,-0.5001413073041093
56049,2,1.0,18.0,1.0,1991.0,1,6,True,False,92576.0,2.0,True,-0.10808694743607704,-0.5001413426348776
122595,2,2.0,21.0,4.0,2003.0,1,6,False,False,72473.0,3.0,True,0.7351188766264927,-0.5001412667516093
79779,1,1.0,27.0,1.0,2007.0,4,6,False,False,84090.0,1.0,True,-0.4926290011348977,-0.5001413442102476
95266,3,1.0,20.0,1.0,1997.0,4,6,True,False,52650.0,2.0,True,-0.34579792737477544,-0.500141373912166
60242,2,1.0,6.0,4.0,1986.0,3,2,True,False,70240.0,2.0,True,0.3546916782134343,-0.5001413567601046
37684,2,1.0,6.0,4.0,2001.0,4,6,True,False,62825.0,3.0,True,1.204388924145916,-0.5001413068261882
7738,2,1.0,5.0,4.0,1993.0,4,2,True,False,48951.0,2.0,False,-0.5873114138480943,-0.5001412749647739
78929,2,1.0,24.0,1.0,1989.0,3,6,True,False,59395.0,2.0,True,-0.7578266711670347,-0.5001412796731829
17488,2,1.0,18.0,1.0,1996.0,4,6,False,False,55722.0,2.0,True,-0.9313839337136521,-0.5001413612561042
11363,3,1.0,7.0,4.0,1985.0,3,2,True,False,80408.0,2.0,False,-0.6514922920010685,-0.5001412803458127
73861,2,1.0,14.0,3.0,2007.0,4,6,True,False,46072.0,2.0,False,-1.1406983380665727,-0.5001413435199169
1890,3,1.0,6.0,4.0,1981.0,3,6,True,False,67859.0,2.0,True,-0.1318526132777682,-0.5001412812839543
13589,2,1.0,5.0,4.0,2004.0,2,6,False,False,44880.0,2.0,False,-2.1327043910590495,-0.5001413777001341
143491,1,1.0,6.0,4.0,2000.0,4,2,True,False,40430.0,2.0,False,-1.8791451070991392,-0.5001412972146615
10062,3,1.0,6.0,4.0,1997.0,1,2,False,False,41149.0,2.0,True,-2.6959370911262592,-0.5001412972500631
95161,1,1.0,26.0,1.0,2005.0,4,6,True,False,56021.0,1.0,True,0.9678730176896124,-0.5001413454670033
98394,2,1.0,7.0,4.0,1997.0,3,2,True,False,57934.0,3.0,True,-0.8982885464815544,-0.5001413223320764
142559,2,1.0,6.0,4.0,1999.0,4,2,False,False,51471.0,2.0,False,-0.4514940286580113,-0.500141313357778
65303,2,1.0,18.0,1.0,1998.0,4,6,False,False,84580.0,2.0,True,0.5275020198336515,-0.5001412463426034
119335,3,1.0,18.0,1.0,1987.0,4,6,True,False,70305.0,2.0,True,0.22421138255240167,-0.500141332616233
75177,2,1.0,24.0,1.0,2000.0,3,6,True,False,69439.0,2.0,False,0.6276437455002079,-0.5001413111451798
107383,2,1.0,6.0,4.0,2005.0,1,2,False,False,49861.0,2.0,False,1.4181033717747509,-0.5001413222966749
47134,2,1.0,29.0,1.0,2003.0,1,6,False,False,58126.0,2.0,True,-0.32321375463493585,-0.5001413376255552
8816,2,1.0,12.0,3.0,1982.0,3,2,True,False,107150.0,2.0,True,-0.47990418462423573,-0.5001413780010475
30135,1,1.0,21.0,1.0,2003.0,1,6,True,False,60013.0,2.0,True,-0.32918912204652356,-0.5001413377671615
28313,3,1.0,6.0,4.0,1994.0,1,2,False,False,32117.0,2.0,False,0.13525989040217387,-0.5001412920991344
106709,3,2.0,18.0,1.0,1999.0,3,6,True,False,43307.0,3.0,True,-0.3881687144753966,-0.5001413247216825
3892,3,1.0,18.0,1.0,1996.0,1,6,False,False,78727.0,2.0,True,0.3148604222628054,-0.5001413641413323
5951,2,1.0,16.0,3.0,2003.0,4,6,False,False,91507.0,2.0,True,-0.8335101315873829,-0.5001413412719171
14483,3,2.0,22.0,3.0,2005.0,4,6,True,False,56631.0,2.0,True,-0.3642944055898426,-0.50014126091035
146780,3,1.0,7.0,4.0,2000.0,3,2,False,False,45871.0,2.0,True,1.9565247167032704,-0.5001412438467926
97751,1,1.0,6.0,4.0,2001.0,3,2,True,False,45149.0,2.0,False,-2.2828762384174475,-0.5001412479002725
137912,1,1.0,25.0,3.0,2006.0,1,6,True,False,62851.0,1.0,False,-0.15113675356076858,-0.5001412570692795
149818,2,1.0,5.0,4.0,2000.0,3,2,True,False,37542.0,2.0,True,3.887070864734594,-0.5001413546891127
15533,3,2.0,6.0,1.0,1999.0,3,2,True,False,30962.0,2.0,False,1.1309869676463982,-0.5001412478825717
31126,2,1.0,6.0,4.0,1986.0,1,2,True,False,91462.0,2.0,True,-0.44706682462130015,-0.5001413392894292
69371,2,1.0,26.0,4.0,2009.0,1,6,True,False,70894.0,2.0,True,-0.5712729845000499,-0.5001413310762646
53706,2,1.0,18.0,4.0,2008.0,4,6,True,False,48906.0,3.0,False,-1.292472670321827,-0.5001413798419292
114191,2,1.0,18.0,1.0,1998.0,4,6,True,False,55151.0,2.0,True,-0.859177050696336,-0.5001413012681414
73971,2,1.0,6.0,4.0,1997.0,3,2,True,False,41055.0,2.0,False,-1.9613335697698462,-0.5001412776729941
138941,5,3.0,18.0,3.0,2010.0,4,6,False,False,99644.0,4.0,True,0.6836628149841805,-0.5001412397048087
131911,2,1.0,25.0,1.0,1989.0,4,6,True,False,68049.0,2.0,True,0.6080065153247256,-0.5001413555918528
33732,3,1.0,9.0,4.0,2011.0,1,6,True,False,54019.0,2.0,False,-0.5324602570855266,-0.4998859950120997
51684,2,1.0,6.0,4.0,2004.0,1,6,True,False,45307.0,2.0,True,-0.5111118989694218,-0.5001412914265045
79072,3,2.0,17.0,4.0,2004.0,4,6,True,False,63657.0,3.0,False,-0.700666849722647,-0.5001413290052726
3296,5,1.0,6.0,4.0,1996.0,4,2,False,False,36286.0,3.0,True,2.580801227032361,-0.5001413858247947
69280,2,1.0,22.0,3.0,2015.0,4,6,False,False,59678.0,2.0,True,2.021031523987833,-0.4995814582333928
83548,3,1.0,22.0,1.0,1998.0,4,6,True,False,62313.0,3.0,False,0.5133784241334123,-0.5001413769567011
98578,1,1.0,13.0,3.0,2005.0,3,6,False,True,65928.0,2.0,True,-1.069795171575514,-0.5001413247747848
55259,4,2.0,5.0,4.0,2000.0,1,2,False,False,109407.0,2.0,True,-0.4260579760172305,-0.500141282469907
118956,2,1.0,6.0,4.0,1994.0,3,4,True,False,37374.0,2.0,True,-3.0181723591783776,-0.5001413369352247
145934,2,1.0,20.0,1.0,1999.0,3,6,False,False,74931.0,2.0,True,1.5505664029860151,-0.5001412409969661
152167,2,1.0,6.0,4.0,2008.0,1,2,True,False,42127.0,2.0,False,2.3284777576961853,-0.5001412758321123
131676,1,1.0,6.0,4.0,2001.0,1,2,False,False,38841.0,2.0,False,-2.433985132029078,-0.5001413204026908
59315,3,2.0,7.0,4.0,1994.0,3,2,True,False,39845.0,3.0,True,-2.591639769032504,-0.5001412300224789
77033,4,2.0,25.0,3.0,2007.0,4,6,True,False,82517.0,3.0,False,0.9318985897955837,-0.5001412900989456
108837,4,3.0,3.0,4.0,2005.0,4,6,False,False,56489.0,3.0,False,-0.17153448504309773,-0.5001412698138452
111988,2,1.0,6.0,4.0,1990.0,4,2,True,False,102125.0,2.0,True,-0.06627295593521672,-0.5001412805582222
113084,2,1.0,6.0,4.0,1982.0,1,4,True,True,72246.0,2.0,True,-1.0030068603702178,-0.5001413190220295
2109,1,1.0,17.0,1.0,2003.0,1,6,False,False,76934.0,2.0,False,0.963255688326069,-0.5001412518475478
35877,1,1.0,19.0,1.0,2007.0,4,6,True,False,44385.0,3.0,True,-0.8097580461261383,-0.5001412870013081
96788,2,1.0,14.0,3.0,2000.0,1,6,True,False,51714.0,2.0,False,-0.35929682557282744,-0.5001413737705597
71104,2,1.0,19.0,1.0,2009.0,1,6,False,False,66712.0,2.0,True,-1.3226075346090242,-0.5001412495818471
69606,3,1.0,14.0,3.0,1988.0,4,6,False,False,64178.0,2.0,True,0.6614588928978126,-0.5001412734956087
52978,1,1.0,23.0,1.0,2008.0,4,6,False,False,51970.0,1.0,True,-1.4033700573292607,-0.5001412902228511
131731,2,1.0,30.0,1.0,2007.0,4,6,True,False,61773.0,2.0,False,-1.024463861530089,-0.5001413235003282
140168,2,1.0,6.0,4.0,1995.0,1,2,False,False,49964.0,2.0,False,-0.5975646011111903,-0.5001413163492109
55651,1,1.0,25.0,3.0,2006.0,4,6,True,False,62851.0,1.0,False,-0.15113675356076858,-0.5001412570692795
49938,2,1.0,6.0,4.0,1998.0,3,2,True,False,40084.0,3.0,True,1.72855086956944,-0.500141279991797
81293,2,1.0,23.0,1.0,2003.0,3,6,True,False,64652.0,2.0,True,-1.319497627478921,-0.5001413075696212
89143,3,2.0,6.0,4.0,2005.0,4,2,True,False,43429.0,3.0,True,1.9068612652843573,-0.5001413151986598
76830,3,1.0,21.0,1.0,1992.0,1,6,False,False,81990.0,2.0,True,0.030392192328211234,-0.5001413433606098
33252,2,1.0,28.0,1.0,2009.0,4,6,False,False,57333.0,3.0,True,-0.5056390056356153,-0.5001412484135953
138563,2,1.0,6.0,4.0,2000.0,4,2,True,False,40612.0,3.0,False,1.8753819433295624,-0.5001412438821942
57618,2,1.0,22.0,1.0,2005.0,3,6,True,False,55339.0,2.0,True,-0.2747453766984174,-0.5001413503878217
77039,2,1.0,6.0,4.0,1987.0,4,2,False,False,89209.0,2.0,False,-0.964968214642988,-0.5001412523431698
25749,2,2.0,25.0,1.0,2004.0,3,6,True,False,46667.0,3.0,False,1.393101891309325,-0.5001413452899954
60168,2,1.0,6.0,4.0,2003.0,4,2,False,False,42930.0,2.0,True,-0.21558923932335167,-0.5001412829478282
114254,1,1.0,14.0,3.0,2002.0,4,6,True,True,85557.0,2.0,True,-0.6406823091383081,-0.5001412402181316
115594,3,2.0,15.0,4.0,2004.0,3,6,True,False,52306.0,2.0,False,1.32135674122845,-0.5001413452722947
123515,2,1.0,18.0,4.0,2003.0,3,6,True,False,58737.0,2.0,True,-1.317718597635872,-0.5001413404045786
130079,1,1.0,24.0,1.0,1996.0,4,6,True,False,69698.0,2.0,True,0.7178174718937238,-0.5001412910016857
13661,2,1.0,14.0,4.0,1985.0,3,6,False,False,49995.0,1.0,True,-0.47889923646867333,-0.5001413759831579
93117,3,2.0,14.0,3.0,2000.0,4,6,True,False,50816.0,3.0,False,-0.12719454277278824,-0.5001412794607735
120288,2,1.0,6.0,4.0,2000.0,4,2,False,False,40430.0,2.0,False,-1.8791451070991392,-0.5001412972146615
90552,1,1.0,7.0,4.0,1995.0,4,2,True,False,70655.0,2.0,False,0.5935434101125477,-0.5001412850542217
6888,3,2.0,8.0,4.0,2010.0,4,6,False,False,40196.0,3.0,True,-0.10879312722113725,-0.5001413574858369
30414,3,2.0,29.0,1.0,2002.0,1,6,False,False,66952.0,3.0,True,0.7131322406278505,-0.5001412860808673
88833,3,1.0,18.0,4.0,2013.0,4,6,False,False,58960.0,3.0,True,-1.8556917900084935,-0.4997875676336637
141832,2,1.0,6.0,4.0,1981.0,3,2,True,False,65718.0,2.0,True,0.23646088574627228,-0.5001413325454298
122641,1,1.0,13.0,1.0,2007.0,3,6,False,False,58245.0,1.0,True,0.5200463909496136,-0.5001413243499659
110003,1,1.0,29.0,3.0,2004.0,4,6,False,False,97655.0,2.0,True,-0.7533451456082474,-0.5001413136763923
36715,2,1.0,11.0,3.0,2007.0,1,6,False,False,46072.0,2.0,False,-1.1406983380665727,-0.5001413435199169
62186,3,2.0,12.0,4.0,2005.0,1,6,True,False,50908.0,3.0,False,-0.657780008163798,-0.5001412901343472
55417,2,1.0,6.0,4.0,1997.0,4,2,True,False,66864.0,2.0,True,0.8320827932605194,-0.5001412732831992
121807,1,1.0,14.0,1.0,2008.0,4,6,True,False,35630.0,1.0,True,0.4511938619111162,-0.500141263972586
128257,3,2.0,26.0,1.0,2001.0,4,6,False,False,64181.0,2.0,True,0.8764363159113719,-0.5001413252881076
142700,2,1.0,6.0,4.0,1999.0,4,2,False,False,59630.0,2.0,True,0.9407394174886557,-0.5001413102778414
76019,3,2.0,11.0,4.0,2008.0,4,6,False,False,48298.0,3.0,True,2.0147573882056466,-0.5001413119417152
8886,2,1.0,6.0,4.0,1998.0,4,2,True,False,80206.0,2.0,True,0.8904241078067585,-0.5001413182785965
9657,1,1.0,6.0,4.0,1987.0,4,2,True,True,108442.0,2.0,True,-0.3347570780437462,-0.5001413521224988
33135,2,1.0,5.0,4.0,1982.0,4,2,True,False,67756.0,2.0,False,0.06215670227315808,-0.5001412539185396
86812,3,1.0,16.0,1.0,1988.0,3,6,True,False,39314.0,2.0,False,-0.12555131673459197,-0.5001413072864086
7595,1,1.0,6.0,4.0,1994.0,4,4,False,True,106851.0,2.0,True,0.029523047977405015,-0.5001413590789076
3087,2,1.0,12.0,3.0,2005.0,3,6,False,False,48420.0,2.0,False,0.05100720989826604,-0.5001412935860005
49672,1,1.0,11.0,4.0,2007.0,4,6,True,False,59730.0,1.0,True,-0.16964681215628244,-0.5001413017814642
147641,2,1.0,14.0,3.0,1983.0,4,6,False,False,68983.0,2.0,True,0.1587946897756927,-0.5001412342706675
51715,2,1.0,6.0,4.0,1989.0,4,4,True,False,77077.0,2.0,True,-0.8323014777245414,-0.500141364743159
52154,2,1.0,6.0,4.0,2005.0,4,2,False,False,39995.0,2.0,False,1.7788525988708905,-0.5001413106141562
2000,2,1.0,4.0,4.0,2007.0,4,6,True,False,62702.0,2.0,True,-0.6357526310237193,-0.5001412485552016
135795,2,1.0,18.0,3.0,2006.0,3,6,True,False,58092.0,3.0,False,-0.1176339549142093,-0.5001413735758511
145610,2,1.0,6.0,4.0,1989.0,4,2,True,False,71700.0,2.0,True,-0.5890904436911432,-0.5001413853645743
87313,3,1.0,6.0,4.0,1989.0,4,4,True,False,59395.0,2.0,True,-0.7578266711670347,-0.5001412796731829
38476,2,1.0,6.0,4.0,1993.0,1,2,True,False,136619.0,2.0,False,0.2607969275680745,-0.5001412663090896
64227,2,1.0,6.0,4.0,1994.0,1,2,True,False,33298.0,2.0,False,-2.9210862191200415,-0.500141370602119
142263,1,1.0,26.0,3.0,2009.0,3,6,False,False,54263.0,3.0,False,-0.3859551124569928,-0.5001413507595383
27064,3,2.0,19.0,1.0,2005.0,1,6,True,False,48141.0,3.0,False,-1.292472670321827,-0.5001413798596299
100942,2,1.0,20.0,3.0,2007.0,1,6,False,False,50205.0,3.0,True,1.710828473041763,-0.5001412612289642
62400,2,1.0,5.0,4.0,1987.0,4,2,False,False,89975.0,2.0,True,-0.16107759207281921,-0.5001413181369901
70595,3,2.0,6.0,4.0,1990.0,1,2,True,False,68880.0,2.0,True,-0.28357262401104283,-0.5001413833820864
118,2,1.0,6.0,4.0,1989.0,4,2,False,False,50104.0,2.0,True,-1.3317335502922483,-0.500141306011952
90546,2,1.0,6.0,4.0,2008.0,4,2,True,False,44670.0,2.0,False,0.11422388103711438,-0.5001413377140592
123866,2,1.0,26.0,3.0,2007.0,4,6,True,False,64222.0,3.0,False,-0.5679865324236574,-0.5001412398818166
717,3,1.0,17.0,4.0,2009.0,4,6,True,False,35675.0,3.0,False,-2.70427544474155,-0.5001412961172128
151240,1,1.0,6.0,4.0,1985.0,3,4,False,False,109989.0,2.0,True,-0.04211345905960719,-0.5001413653626865
32323,2,1.0,32.0,1.0,2003.0,4,2,True,False,33820.0,2.0,True,1.8243197127211686,-0.5001412780270098
102977,2,1.0,6.0,4.0,1994.0,3,2,False,False,39605.0,2.0,False,1.3976105776290058,-0.5001413042241726
69574,2,1.0,6.0,4.0,1997.0,3,2,True,False,31774.0,2.0,False,-2.8512559026869715,-0.5001412918159218
86538,1,1.0,6.0,4.0,1994.0,4,2,False,False,35347.0,2.0,False,3.901357425000579,-0.5001412641672945
29169,2,1.0,6.0,4.0,1994.0,1,2,False,False,39605.0,2.0,False,1.3976105776290058,-0.5001413042241726
78634,2,1.0,24.0,1.0,2003.0,1,6,True,False,49581.0,2.0,False,-0.6556886295697038,-0.5001412338458486
1420,3,1.0,12.0,3.0,1996.0,3,6,True,True,85287.0,2.0,True,0.22134592227091732,-0.5001412986838267
104306,1,1.0,6.0,4.0,1996.0,3,2,False,False,104198.0,2.0,True,-0.8126370867881658,-0.5001412875500325
18982,7,3.0,9.0,4.0,2012.0,4,6,False,False,52370.0,6.0,False,-2.4195220268169004,-0.5001413304036347
125009,2,1.0,17.0,3.0,2005.0,1,6,True,False,45031.0,2.0,True,-0.7375783238699084,-0.5001412968252442
74212,3,2.0,18.0,1.0,1996.0,3,6,True,False,47734.0,2.0,False,-0.6924371391512191,-0.5001412979580945
51419,4,3.0,8.0,3.0,1993.0,2,6,True,True,56427.0,3.0,True,-0.18594326873339248,-0.5001413279432255
17484,2,1.0,30.0,1.0,2001.0,4,6,False,False,91516.0,3.0,True,0.38272158352618707,-0.5001412767525532
74245,2,1.0,21.0,4.0,2012.0,1,6,False,False,70362.0,2.0,False,1.404237803303674,-0.5001412885412765
27903,1,1.0,30.0,3.0,2008.0,4,6,False,False,79346.0,3.0,True,0.847537266247813,-0.5001413500692076
