Clandestine chemistry	Clandestine chemistry is chemistry that occurs in a laboratory that is used for making illegal drugs, usually using unsafe equipment. The use of this unsafe laboratory equipment will sometimes result in explosions, fires or heavy flows of poison fumes. Meth labs are the main form of clandestine laboratories and are used for making methamphetamine (Crystal Meth), a kind of illegal drug. "Clandestine" means "".
Classical architecture	Classical architecture is any architecture that has features from the Ancient Greece and Roman Empire style of building. It is also known as the architecture of classical antiquity. Many features of classical architecture come from the writing of the Roman architect Vitruvius. Different styles of classical architecture might have existed since the Carolingian Renaissance. Styles have definitely existed since the Italian Renaissance. Classical architecture buildings can be very different, but all classical architecture uses the same common design features. These features are structural and visual. In much of Western world, from the Renaissance until World War II, classical architecture was very popular and important to architecture. It is still important today, but less than it has been in history. The term classical architecture is also used to talk about any type of architecture that has become a very specific style. For example, Chinese architecture, or classical Mayan architecture. The words "traditional" and "vernacular" can mean something different to "classical", or something similar. The phrases Neoclassicism and Neoclassical describe classical architecture that was built in modern times.
Classical conditioning	Classical conditioning (also Pavlovian conditioning) is a type of learning that happens subconsciously. Ivan Pavlov (1849-1936) was the first to show the way in which it works. He did this in an experiment using dogs. Pavlov noticed that the dogs naturally salivated when they saw food. This behaviour did not need to be taught. In this example, the food is an unconditioned Stimulus (psychology). He paired this unconditioned stimulus (showing food to the dogs) with another, neutral stimulus: the ringing of a bell. Pavlov discovered that, if the two stimuli are presented together again and again, the organism learns that they belong together. As a result, it is enough to show the neutral stimulus to get a conditioned response or reflex. Classical conditioning is an important factor in everyday life. It can be applied in many areas such as Behaviour therapy, responses to Drug and in modern day marketing strategies. Classical conditioning is different from operant conditioning. Operant conditioning is a different kind of learning. It happens when an individual or animal learns a behaviour as a result of a of that behaviour. For example, a child may learn to open a box to get some sweets. So, when a behaviour has a good result, the organism learns to associate the behaviour with this good result. As such, learning the behaviour and ing it. So, operant conditioning explains changes in behaviour. Classical conditioning explains how reflexes are trained.
Classless Inter-Domain Routing	Classless Inter-Domain Routing (CIDR) is a way of IP addresses and routing Internet Protocol packets. [[it:Supernetting#CIDR]]
Cleaner fish	Cleaner fish are fish that provide a service to other fish species by removing dead skin and ectoparasites. This is an example of mutualism, an ecological interaction that benefits both parties. A wide variety of fishes show cleaning behaviors. They include wrasse, cichlids, catfish, and goby, as well as by a number of different species of cleaner shrimp. There is also at least one predatory Mimicry#Aggressive mimicry, the sabre-toothed blenny. It mimics cleaner fish but in fact bites off pieces of fin.
Clearing bank	A clearing bank is one which moves money between accounts, and issues money to customers. At one time this meant taking in and giving out actual money. Now it means any kind of financial transaction. In banking and finance, clearing means all activities from the time a commitment is made for a transaction until it is settled. This process turns the promise of payment (for example, in the form of a cheque or electronic payment request) into the actual movement of money from one account to another. In the UK they are officially called a Cheque and Credit Clearing Company. In the United States the Federal Reserve performs an intermediary role, clearing and settling international bank payments.
Cleartext	In telecommunications, cleartext is the form of a message or data which is in a form that is immediately understandable to a human being without additional processing. In particular, it implies that this message is sent or stored without cryptography protection. The phrases, "in clear", "en clair" and "in the clear" are the same. It is close to, but not entirely the same as, the term "plaintext". Formally, plaintext is information that is fed as an input to a coding process, while ciphertext is what comes out of that process. Plaintext might be compressed, coded, or otherwise changed before it is converted to ciphertext, so it is quite common to find plaintext that is not cleartext. Websites using insecure HTTP send using cleartext, with all data supplied (including usernames and passwords) being sent from the user's computer through the internet using cleartext. Anyone with access to the medium used to carry the data (the routers, computers, telecommunications equipment, wireless transmissions, and so on) may read the password, username, and anything else sent to the website.
Cleavage	Cleavage is the low-cut in women's clothing, partially revealing the women's Breast. It is also used with an Eroticism purpose. In 1805, in geology and mineralogy, cleavage meant "tendency (of rocks or Jewel) to break cleanly along natural fissures." General meaning "action or state of cleaving or being cleft" is from 1867. The sense of "cleft between a woman's breasts in low-cut clothing" is first recorded 1946, defined in a "Time (magazine)" magazine article.<ref name=":0" />
Client	In net jargon (words people use about the Internet) a client is a computer used by a user to connect to a network and make requests to servers. For example, a web browser is a client software.
Climax community	In ecology, climax community is a term for a stable biological community of plants, animals and fungi. After a process of ecological succession the vegetation in an area reaches a steady state. Its stability is not guaranteed: invasive species and climate change can cause changes. However, relatively, the system is stable. This equilibrium was thought to occur because the climax community is composed of species best adapted to average conditions in that area. The term is sometimes also applied in soil development. The idea of a single climatic climax, which is defined in relation to regional climate, originated with Frederic Clements in the early 1900s. The first analysis of succession as leading to something like a climax was written by Henry Cowles in 1899, but it was Clements who used the term "climax" to describe the idealized endpoint of succession.
Clinical psychology	Clinical psychology is the study in psychology of mental disorders. It is about learning, understanding, diagnosing, treating or preventing these types of illnesses. Clinical psychologists examine the mental functioning of a person and use psychotherapy to treat the disorder. Psychotherapy uses talking instead of medical or physical treatments.The first psychological clinic opened in 1896 at the University of Pennsylvania by Lightner Witmer.In the first half of the 20th century, clinical psychology mainly about psychological assessment, not treatment. After World War II, there was a big increase in the numbers of trained clinical psychologists. There are two main educational models - the Ph.D. scientist-practitioner model which looks at research, and the Psy.D. practitioner-scholar model which looks at treatment. Clinical psychologists are now regarded as experts in psychotherapy.
Cloak	A cloak is a type of loose garment. It is worn over indoor clothing. It protects a person, for example from cold or rain. It may be part of an outfit or uniform. Cloaks have been used by many historical societies. Their designs, over time, have been changed to match fashion and available textiles. Cloaks generally fasten at the neck or over the shoulder. They can be different lengths, from hip all the way down the ankle. They may have an attached hood. They may fasten down the front. Cloaks are almost always sleeveless.
Close-up	A close-up or closeup in filmmaking, television production, photography, and the comic strip medium is a type of shot (filmmaking) that tightly movie frame a person or object. Close-ups are one of the standard shots used regularly with medium and long shots.
Clothes dryer	A clothes dryer or tumble dryer is a machine that is used to remove water from clothing after it is laundry. A dryer has a rotating cylinder called a "drum' that holds clothes and lets hot air in to evaporation the water. Then the heated air and water vapor exit through a vent. The drum spins so that the clothing stays apart making the hot air work better. Dryers can use electricity to both operate the machine and create heat to dry the clothes. Others use natural gas to create the heat. Ventless clothes dryers work differently since they cannot vent the hot air. The two types of ventless dryers are condensation dryers and heat pump dryers.<ref name=LeveretteAC/> Condensation dryers heat the air the same as a regular dryer, but use a heat exchanger. The air is cooled and the water goes down a drain. A heat pump dryer works similarly but passes the air a heat pump.<ref name=LeveretteAC/> The water either goes down the drain or into a Storage tank.
Clothing	Clothing is an item or fabric, usually sewn together to cover part of the human body. Humans are the only animals which wear clothing, and all people do wear suitable clothing. The torso (body) can be covered by shirts, arms by sleeves, legs by pants or skirts, hands by gloves, feet by footwear, and head by Hat or masks. In cold climates, people also wear heavy, thick coats such as trenchcoats. Clothing protects the human body from the hot sun and high temperatures in warm tropics countries. Clothing such as thick wool coats and boots keeps the human body warm in very cold temperatures (such as in the arctic). To some extent, clothing protects people from damage to their body. Clothing is also worn for decoration, as a fashion (clothing). People from different cultures wear different clothing, and have different beliefs and customs about what type of clothing should be worn.For many people, clothing is a status symbol. It helps people project an image. Often, clothing is a form of self-expression. Adults in different social or work situations present different views of themselves by the clothes they wear. Young people have an entirely different form of dress to express their personalities. Often people will simply follow popular fashion styles so that they will fit in. Clothing is far more than just a means to protect our bodies.
Cloud computing	Cloud computing is when computing services are provided by a company or place outsourcing. It is like the way in which Electric power distribution: they simply use the electricity that is sent to them and do not need to worry where the electricity is from or how it is made and brought to them. Every month, they pay only for what they used and nothing more. The idea behind cloud computing is similar: The user can simply use storage, computing Central processing unit, or Software development environments, without having to worry how they work behind the scenes. The cloud is a metaphor for the Internet based on how it is described in computer network diagrams. Just as how in the real world, Cloud hide parts of the sky from sight, the cloud in computing hides the complex infrastructure that makes the Internet work. It is a type of computing in which Information technology actions are provided “Everything as a service”, allowing users to access these services through the Internet ("in the cloud"). They do not have to know or control the Technology behind them, preventing them from running into Ethics and Law problems. According to the Institute of Electrical and Electronics Engineers, cloud computing is a paradigm where information is placed on servers and sent over the Internet to other devices, such as computers, laptops, handhelds, and sensors. It includes the idea of having software as a service (SaaS), such as Web 2.0, that depend on the Internet to meet the needs of their users. For example, Google has made several office suite apps which are accessed from a web browser. Unlike other software that does the same tasks, including Microsoft Office, the software and Information are stored on Google's servers, not on the machine in which they are used.
Coat	A coat is a piece of clothing that is worn over a person's upper body. It can be used to keep warm or [[:wikt:dry|dry]] (a raincoat). It also may be worn to make a person look good. A coat usually has long sleeves, and is fastened at the front. Sometimes it includes collar, shoulder straps and hoods. One type of coat is a jacket.
Cocktail party effect	When they are in a Noise environment, Human have the ability to focus their hearing onto one source. This phenomenon is called cocktail party effect. It is named after the fact that a person attending a noisy cocktail party is able to focus their listening to the conversation they are doing, and disregard the other conversations. It has been proposed that one's Sensory memory parses all stimuli and identifies discrete pieces of information by classifying them by salience. This effect is what allows most people to "tune into" a single voice and "tune out" all others. This phenomenon is often described in terms of "selective attention" or "selective hearing". It may also describe a similar phenomenon that occurs when one may immediately detect words of importance coming from unattended stimuli, for example hearing one's name among a wide range of auditory input. An inability to segregate stimuli in this way is sometimes referred to as the cocktail party problem or cocktail party deafness.
Code	A code is a way of changing information into something else. Sometimes this is done as a way of keeping a message secret. This is called encryption or cryptography.One source gives this explanation: a code is "a word, number or some other symbol used to represent a word, phrase or syllable in plaintext". It is one of the earliest forms of cryptography. Contrast code with cypher, in which the individual letters are encrypted (changed). Sometimes it is done as an easier way of sending a message. For example, when people on two different boats want to send a message, they may be too far away to shout, but they can send messages with a flag code. Another code that people use is called Morse code, which changes letters to dots and dashes, like this: SOS: ···−−−··· Computers use codes, by changing letters into 1's and 0's. This method was invented for punched tape. Now the usual alphanumeric code is ASCII. Some people write codes as a kind of game. They think it is fun to make ciphers, and fun to break them. Breaking a code means taking it apart to understand how it works, and then you can understand messages that are written in that code. Cryptanalysis is also serious business. Nations and other organizations have been breaking each other's ciphers for many centuries. The algorithm (code) for making a message secret is called the encryption algorithm. To change a secret message back a decryption algorithm is needed.
Code talker	A code talker was a person who was hired by the United States military during wartime to use a little-known language as a means of secret communication. The term is now usually known with United States service members during the world wars who used their knowledge of Native American languages. About 400 to 500 Native Americans in the United States Marine Corps whose primary job was to transmit secret Military tactics messages. The code talkers improved the speed of encryption and decryption of communications in front line operations during World War II. Native soldiers developed two types of Native American Code Talking (NACT). First developed by Choctaw in World War I, Type one NACT contained coded vocabulary, collections of words or phrases that were assigned to military subjects, within their languages. Type two NACT simply used existing Native languages. Both forms worked as codes because they were based on languages unknown to the enemy and, as the new codes were not based on mathematical processes as found in most code and cipher systems, the enemy had nothing to which to compare them. During World War II, Comanche soldiers created about 250 coded terms, while Navajo soldiers eventually developed more than 700 terms. Many terms were based on everyday things in the tribal communities such as animals, food, material items and descriptions. Examples of code terms include the Comanche terms for tank (“wakaree’e” or “turtle”) and telephone exchange (“puhihwi tekwapu kahni” or “metal talking house”); the Hopi terms for ship (“pa-a-ki-hu” or “houses on water”) and the M-1 rifle (mouth and one); and the Navajo term for grenade (“ni-ma-si” or “potatoes”). A 1941 edition of the journal “The Masterkey” reports that one of the tribes in the Chippewa and Oneida group developed terms based on the colors of military hat cords and other insignia, with the Native word for “blue” meaning infantry, “yellow” meaning cavalry and “red” for artillery. The Comanche even had a code name for Adolf Hitler—“Po’sa taiboo’” (Crazy White Man). Hopi, Meskwaki and Canadian Cree also had specially devised code terms, although the number is unknown. Eight Hopi code talkers were in the 81st Division. Although Frank Chapella, Franklin Shupla and Warren Koopyaquaptewa were all from the village of Tewa, they were both Tewa and Hopi and so spoke both of these tribes’ languages. Frank Chapella’s wife, Elidia Chapella, and his son, Marshall Shupla, recall how these three individuals spoke to one another in Tewa (their matrilineal classification through their mothers) and in Hopi with the other five members of their unit. Some Type one NACT groups like the Comanche and Navajo also developed alphabet systems, using the first letter of English words translated from Native words to spell out names of individuals and locations. For example, the translation of the Comanche words for pear, ant, rain, ice and snake could be combined to convey “Paris.” While the Comanche used an open system by using any word that translated to the desired letter, the Navajo developed a set vocabulary, such as “wol-la-chee” (ant) for the letter a, “shush” (bear) for b, “moasi” (cat) for c and so on. Later they developed three interchangeable words for each English letter. Both systems prevented repetition and inhibited breaking of the code. One of the benefits of using these codes derived from Native language was open-air messages could be sent faster, often in one to two minutes compared to existing encryption methods requiring up to four hours to craft, communicate and decode. NACT messages were typically brief—usually less than three lines—to avoid creating radio congestion, drawing enemy attention, providing repetition or giving the enemy more transmissions to analyze. “Whenever we sent a message it was short, sweet and to the point,” Comanche code talker Roderick Red Elk noted. Because of the speed of their communications, code talkers were especially important in relaying information and conveying orders that needed immediate implementation or response, such as troop movement, enemy resistance, evacuation of wounded and directing artillery, ammunition and other supplies. “It was in these defensive positions where you used it quite a bit,” Comanche code talker Forrest Kassanavoid said. “All critical information, something they felt was really top secret, was in Comanche.” During 1943 and 1944, U.S. Army, Navy and Marine Corps representatives considered increasing their numbers of American Indian code talkers. However, Army and Navy leaders were skeptical the code talkers’ messages were secure and decided not to expand their units. The Marine Corps expressed optimism but kept silent about its growing program. Despite these decisions, several Army and Army Air Forces units each had small groups of Native communicators. In the Pacific, seven Lakota soldiers in the 302nd Reconnaissance Troop became known as “MacArthur’s Boys,” while the 5th Bomb Command in the 5th Army Air Force had a radio net of 15 Native Americans who sent radio communications in Acoma-Laguna, Apache, Crow, Hopi, Lakota and other Native languages. In the Pacific, the Navajo, the largest group of code talkers, served in every major campaign, from the battle on Guadalcanal in the Solomon Islands from August 1942 to February 1943 to the conflicts on Okinawa, which lasted from April to June 1945.
Code-switching	Code-switching is an ability when a person mixes more than one language or lect when they talk.
Cogeneration	Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to make both electricity and useful heat at the same time. Conventional power plants emit the heat created as a byproduct of electricity generation into the environment through cooling towers, as flue gas, or by other means. Combined heat and power captures the byproduct heat for domestic or industrial heating purposes, either very close to the plant, or - especially in Scandinavia and eastern Europe - for distribution through pipes to district heating. Byproduct heat at moderate temperatures (100 to 180°C) can also be used in Gas-absorption refrigerator for cooling. A plant producing electricity, heat and cold is sometimes called regeneration or more generally: polygene ration plant. Cogeneration is a thermodynamics efficiency use of fuel. In separate production of electricity some energy is lost as waste heat, but in cogeneration this energy performs useful work (see energy).
Cognition	Cognition is the scientific word for the thought process. This process is the way we think. The word comes from the Latin word cognoscere, which means "to know" or "to recognize". Cognitive psychology is the science which studies cognition.
Cognitive bias	A cognitive bias happens when someone makes a bad choice that they think is a good choice. This bias is an important part of the study of cognitive psychology. Cognitive biases are often because of evolution. Some behaviors were good for Human evolution and animals that seem foolish today. The scientific method limits the results of cognitive bias.
Cognitive dissonance	Cognitive dissonance is a concept in social psychology. It is the discomfort felt by a person who holds conflicting ideas, beliefs or values at the same time. In this state, people may feel surprise, dread, Guilt (emotion), anger, or embarrassment. Reacting to this unpleasant state, people have a Motivation to reduce dissonance. Leon Festinger's theory of cognitive dissonance was developed to predict and explain how people reacted to this situation. Cognitive dissonance theory says that people have a bias to seek consonance between their expectations and reality. According to Festinger, people engage in a process he termed "dissonance reduction". This can be got in one of three ways:
Cognitive distortions	Cognitive distortions are or exaggeration thoughts that can cause some psychology problems to become worse. By following these wrong thought, they make if very hard to do the things they want to do. This may cause problems such as Depression (mood). There are many forms of cognitive distortions. Some of these include:
Cognitive neuropsychology	Cognitive neuropsychology is a in psychology. It is a combination of biology and cognitive psychology. These psychologists study human behavior and knowledge. This is a growing subject that is used more and more everyday. Unlike cognitive neuroscience, cognitive neuropsychology pays attention to the mind rather than the brain. Many scientists have worked to make cognitive neuropsychology. Their findings have created an understanding of the brain and how humans learn and do things. Most of these scientists were not psychologists, but are known for their contributions to psychology. The technology today also helps advance what is known. With brain and other methods the brain can now be visualized. Cognitive neuroscience can also be broken into different topics such as memory, , language, and emotion.
Cognitive-behavioral therapy	Cognitive Behavioral Therapy (CBT) is a type of psychotherapy which aims to help people transform their maladaptive thoughts and behaviours into a better state of being. Psychologists task patients to try out different situational coping skills and help patients to acknowledge, then challenge those Cognitive distortions, feelings and behaviors. CBT refers to many types of psychotherapy systems that deal with cognitions, interpretations, beliefs and responses. These systems come from strategies commonly used in cognitive therapy and behavior therapy, combining them. CBT has emerged as a common treatment for concerns regarding moods. It has become increasingly popular for reasons such as its defined structure and that it is based on common sense. Research shows that CBT is the most effective form of treatment for those coping with depression and anxiety. CBT alone is 50-75% effective for overcoming depression and anxiety after 5 – 15 modules. Medication alone is effective, however, science still does not understand the long-term effects on the brain and body. There is evidence which suggests that CBT may be more cost-efficient in the long run in comparison to medication. Although, a combination of medication and CBT seems to be the most effective in overcoming mental illness. In particular, Antidepressant paired with CBT could reduce potential relapses in patients facing depression. CBT is often recommended for mood-related disorders such as Depression (mental illness) and anxiety, but it can also treat Personality disorder, Post-traumatic stress disorder and Eating disorder. CBT can take place one-on-one between a therapist and a client, during group therapy, or online.
Collar	In clothing, a collar is the part of a shirt, dress, coat or blouse that goes around or frames the neck. A collar may also be a separate or detachable item around the neck.
Collective unconscious	Collective unconscious refers to the things in the unconscious mind that are shared between beings of the same species. The term was made by Carl Jung. He said that the human collective unconscious is made up of Instinct and Archetype. An archetype is a universal symbol. Some of the archetypes that Carl Jung talked about were The Great Mother, the Wise Old Man, the Shadow (psychology), Water, and the Tree of Life (psychology). He Argument that the collective unconscious had a Size influence on Human Life. Critic of the idea say that it is Pseudoscience, Fate, or very hard to test scientifically.
Collimated light	Collimated light is light whose ray (optics) are parallel. This light spreads slowly as it travels. The word collimated is related to collinear, because all the rays in collimated light line up with each other. Perfectly collimated light would not spread out with distance at all. No real light is perfectly collimated. Real light will spread a little as it travels. Diffraction prevents anyone from creating a perfectly collimated beam. Light can be roughly collimated by using a collimator – a device which narrows a beam of particles or waves.
Colloquialism	A colloquialism is a word that is not used in formal speech, writing or paralinguistics. Colloquialisms are also sometimes referred to collectively as "colloquial language". Colloquialisms or colloquial language is considered to be characteristic of or only appropriate for casual, ordinary, family, or information conversation rather than formal speech or writing. Dictionary often mark colloquial words and phrases with the abbreviation colloq. as an identifier.
Color television	Color television is a television transmission technology that includes information on the color of the picture, so the video image can be displayed in color on the television set. It was an upgraded form from black and white to color transmission in the 1960s to the 1980s. The invention of color television standards is an important part of the history of television, and it is described in the technology of television article.
Comcast	Comcast Corporation is the biggest cable television company, the second biggest Internet service provider and the third biggest telephone company in the United States.
Comic strip	A comic strip is a series of panels with cartoon drawings in them that make a story. Sometimes comic strips are humorous, and sometimes they are serious. Famous examples of comic strips are:
Comics	In Comics, stories or information are given using pictures, or pictures and words together. In comics, a story is told with many pictures, mostly in panels. The first panel is supposed to be read first, and takes place earlier in time than the panels that follow it. There are many kinds of comics. Comic strips are short comics which are often found in newspapers. Comic books are thin comics magazines. Graphic novels are books of comics. In Japan, comics are very popular, and Japanese comics are popular around the world. The japanese language word for comics is manga, and people use this word for Japanese comics in English and other languages. The first comic strips in the United States were funny. "Comic" is another word for "funny", so they were called "comic strips". The first comic books were collections of comic strips. Today, many comics are serious, but they are still called "comics". In comics, speech is usually shown through bubbles. There are many different kinds of word balloons, such as the "speech balloon", the "thought balloon" and the "scream balloon".
Commentary	A commentary often means some sort of voice that will explain what is going on while a television programme is playing. Commentary is most often used in sports. Some famous commentators are Jim Ross, Larry Merchant, Jesse Ventura, Navjot Singh Sidhu and Gorilla Monsoon. A commentary can mean comments, spoken or written, which help people understand a book, Play (theatre) or work of art.
Commercial aviation	Commercial aviation is the part of civil aviation (both general aviation and airline) that involves working aircraft for hire to transport passengers or multiple loads of cargo. The Air Commerce Act of 1926 began to allow commercial aviation by creating standards, facilitation, and promotion.
Commitment scheme	In cryptography, a commitment scheme is a way for a someone to tell something to someone without letting other people know. Someone would do this to make sure they can prove who they are. Someone also might do this to make sure that someone does not cheat. This is done by using a one-way function to change a String (computer science) into a Hash function. This is called the commit phase. Later, if someone needs to prove that they were the one who made the commitment, then they can tell people the original string they used. This is called the reveal phase.
Common Language Specification	A Common Language Specification (CLS) is a document that says how computer programs can be turned into Common Intermediate Language (CIL) code. When several languages use the same bytecode, different parts of a program can be written in different languages. Microsoft uses a Common Language Specification for their .NET Framework. To fully interact with other objects regardless of the language they were used in, objects must expose to callers only those features that are common to all the languages they must exchange information with. It was always a dream of Microsoft to unite all different languages into one umbrella and CLS is one step towards that. Microsoft has defined CLS which are nothing but guidelines for languages to follow so that it can communicate with other .NET languages in a seamless manner. Most of the members defined by types in the .NET Framework class library are able to work with CLS. However, some types in the class library have one or more members that are not able to work with CLS. These members allow support for language features that are not in the CLS. The CLS was designed to be large enough to include the language constructs that are commonly needed by developers, yet small enough that most languages are able to support it. Any language construct that makes it impossible to quickly confirm the type safety of code was excluded from the CLS so that all languages that can work with CLS can produce code if they choose to do so. [[en:Common Language Specification]]
Common land	Common land (a common) is land where local people have certain rights. For example, to allow their sheep to , to collect firewood, or to cut turf for fuel. Originally in mediaeval England the common was part of the manor. Although it was part of the estate owned by the lord of the manor, tenants had certain rights. By extension, the term "commons" has come to be applied to other resources which a community has rights or access to. Today the term "common" is mainly used for the land over which the rights are exercised. A person who has a right to common land is a commoner. Today commons still exist in Great Britain and the United States, although their extent is much reduced from the millions of acres that existed in the 17th century.
Common scold	In the criminal common law of England and Wales, a common scold was a type of public . The term was applied to a woman who caused and who disturbed the peace by Argument and fighting with her neighbours all the time. The Latin language name for this type of woman was communis rixatrix. This name's grammar only applies to females. This makes it clear that only women could commit this type of crime. When British people first went to the North America, they took this crime with them. The crime was often Punishment by "ducking". Ducking meant that the offender was placed in a chair over a river or pond. They were then lowered into the water, until they were all in the water. This was done several times. Few people were actually convicted of being a common scold, but it remained a crime listed on the law books of England and Wales until 1967. Because it applied only to women, it was eventually banned in the United States. This was because the U.S. Constitution (the highest law in the U.S.) does not allow people to be treated differently from each other. This comes from a section of the Constitution called the Equal Protection Clause.
Communication Theory of Secrecy Systems	Communication Theory of Secrecy Systems is a paper published by Claude Shannon discussing cryptography from the viewpoint of information theory. It is one of the foundational treatments (primitives) of modern cryptography. It is also a proof that all Theory unbreakable (un-crack-able) ciphers must have the same requirements as the one-time pad encryption algorithm. Shannon published an earlier version of this research in the Classified information report A Mathematical Theory of Cryptography, Memorandum MM 45-110-02, Sept. 1, 1945, Bell Laboratories. In 1948, Shannon published his great paper "A Mathematical Theory of Communication" which is considered one of the founding works of the field of information theory.
Community (ecology)	In ecology, a community is all the living things in a place. It may mean a group of living things that are not dependent on other communities. It may mean a small group, such as the living things in a piece of dead wood. Population without double counting of many species make up a community when joined together. A community with its physical and chemical environment makes an ecosystem. Each population can have an effect on other populations in the community in different ways, which are called symbiosis. In consumption, one living thing eats another. Three kinds of consumption are predation, herbivory, and parasitism. In predation, one animal, the predator, kills and eats another animal, the prey. In herbivory, an animal called an herbivore eats a plant, either in part or in whole. In parasitism, a parasite lives on another living thing, the Host (biology). The parasite eats small parts of tissue or nutrients from the host, but usually does not kill it. In Competition (biology), two living things, from the same or different species, both need the same . If one species is better at getting the resources, the population of the other species may die out. Competition may have a negative effect on both species. In mutualism, two species both help each other, so they have a positive effect on each other. In commensalism, one species is helped, but it has no effect on the other species.
Community Identification Number	The Official Municipality Key, which used to be called the Official Municipality Characteristic Number or Municipality Code Number, is a group of numbers used to tell the difference between different municipality and areas.
Companhia de Electricidade de Macau	Companhia de Electricidade de Macau (CEM; ; English language: Macau Electricity Company) is an electricity company in Macau, People's Republic of China. Its main business is Electricity generation, Electric power transmission, Electric power distribution and electricity selling in Macau.
Companion planting	In gardening and farming, companion planting is the of different crops next to each other. It is done to help the crops grow and to use the Space (physics) available as much as possible. Depending on the crops chosen, companion planting may encourage processes that help the plants, such as pollination. Some companion plants may help Pest control, such as caterpillars or fungi, from damaging the crop. Some of these, called trap crops attract pests away from the crop. Other plants may serve as for the crops. Many of the basic principles of companion planting were used thousands of years ago in Mesoamerica. From about 8,000 years ago, Native American peoples grew Squash (plant), maize and Phaseolus vulgaris together. The stalk of the corn were there for the beans to climb, and the beans Nitrogen fixation, helping the maize.
Compensation (psychology)	In psychology, compensation is a way people hide something that they cannot do well, by doing something else really well. They may not even be aware that they are doing it. Compensation can hide real or imagined problems and personal or physical inferiority. However it does not really solve the cause of the problem. Positive compensations may help a person overcome difficulties. But negative compensations do not, and can even make the problems worse. There are two kinds of negative compensation:
Competition (biology)	Competition is an between Organism or species in which the fitness of one is lowered by the presence of another. According to evolution, this competition within and between species for resources plays a role in natural selection. Competition occurs when organisms or species need or use the same resources. Common resources are food, water and territory. Two species in competition often continue long-term in the same environment. This suggests they each have an "edge" which the other does not. In may cases being there first is a big edge. For example, plants consume nitrogen by absorbing it into their roots, making nitrogen unavailable to nearby plants. Species in competition may directly interfere with each other. An example of this can be seen between the ant Novomessor cockerelli and red harvester ants, where the first interferes with the ability of the second to forage. It does this by plugging the entrances to their rival's Colony (biology) with small rocks.
Compiler	A compiler is a computer program that translation computer code written in one programming language into another programming language. The first language is called the source language, and the code is called source code. The second language is called the target and can usually be understood by computers. In that case, the instructions become machine code. If a compiler can convert the same instruction text into machine code for different computers (like smartphones or video game machines), it is a 'cross-compiler'. If the compiler can make instruction text that is easier for people to read, it is a 'de-compiler'. People who write these instructions are called programmers. Some even made programs that can translate the instructions that describe how a compiler should work, into a compiler. That kind of program is called a compiler-compiler. A compiler usually has three steps. It reads the text and makes notes about how the instructions go together. If the instructions don't make sense, it will try to tell the programmer. Then it will use what it knows about the target language to make the instructions fit better. It then writes down the instructions in the target language. If the source instructions are on different pages, it may have to compile several before it can write everything down.
Complaint	In legal terminology, a complaint is any formal legal document that es the facts and legal reasons for a lawsuit. A complaint must list the reasons for the plaintiff's legal case, and it must ask for a specific legal remedy. Once a complaint is filed with the court a summons (an order from the court) is notifies the defendant a lawsuit has been filed against them. Once a defendant receives notice of a complaint, they must reply within a specified period of time with an answer. Usually this requires the help of an attorney.<ref name=LC/> In some jurisdictions, specific types of criminal cases may also be started by the filing of a complaint. This is also called a criminal complaint or felony complaint. All criminal cases are Prosecutor in the name of the Authority. This is the same authority whose criminal laws were broken and who enforces Criminal law. The government is sometimes called the state, the People or the Crown (in Commonwealth realms). In the United States, the complaint is often associated with misdemeanor charges presented by the prosecutor without the grand jury process. In most US jurisdictions, the document presented to and authorized by a grand jury is called an indictment.
Composers Union of Azerbaijan	The Composers Union of Azerbaijan () is a non-governmental organization that unites and officially represents professional Composer and Musicology in Azerbaijan. The union was established in 1934.
Composition (visual arts)	In visual arts, the composition is the way that colors or shapes are put together or arranged in a particular painting, graphic, Photography or sculpture.
Compost	Compost is a type of fertilizer that is made from plants. It is easy and cheap to make, as all it really requires is vegetable waste. The vegetable waste is broken down by bacteria (germs), and made into compost.
Computer Algebra System	A computer algebra system (CAS) is a large computer program that helps people with mathematics and algebra. It changes and moves around (manipulates) mathematical equations and expressions containing numbers and symbols called variables. Variables can stand for known or unknown values that can be solved for, or can be replaced with any value. It always keeps the formula exactly the same mathematically as the original equation or expression, unless it is being transformed, by a transformation algorithm. A CAS might be used for integral or derivative (mathematics) (and other calculus transformations), simplification of an expression (making it smaller and/or simpler), optimizing and finding the minimum and maximum values of results or variables, etc. Most have the ability to Cartesian coordinate system for visualization, which can be helpful and educational too.
Computer law	Many countries have created or have passed laws about the use of computers and data (computing). These laws are usually concerned
Computer program	A computer program is a list of instruction (computer science) that tell a Computer science what to do. Everything a computer does is done by using a computer program. Programs stored in the memory of a computer ("internal programming") let the computer do one thing after another, even with breaks in between. John von Neumann, a mathematician born in Hungary, came up with this idea in the late 1940s. The first digital computer designed with internal programming capacity was the EDVAC (which means Electronic Discrete Variable Automatic Computer), built in 1949. Some examples of computer programs:
